2020-01-23,3.083,3.168,3.235,3.132,244443.97,765660.55,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-01-24,3.1,3.182,3.132,3.114,205768.27,640796.65,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-01-25,3.053,3.132,3.114,3.074,172579.35,530526.39,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-01-26,3.141,3.234,3.074,3.146,191877.19,603727.61,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-01-27,3.147,3.227,3.146,3.183,241896.53,769996.21,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-01-28,3.244,3.316,3.183,3.258,231981.1,755738.75,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-01-29,3.193,3.389,3.258,3.374,437084.19,1474639.89,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-01-30,3.451,3.678,3.374,3.486,369762.22,1289169.69,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-01-31,3.369,3.498,3.486,3.439,389757.28,1340300.76,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-01,3.434,3.534,3.439,3.469,252314.65,875364.65,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-02,3.4,3.562,3.469,3.466,309497.62,1072835.12,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-03,3.37,3.503,3.466,3.444,235167.57,809993.66,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-04,3.388,3.454,3.444,3.418,182424.65,623582.47,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-05,3.529,3.739,3.418,3.576,324643.43,1160772.0,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-06,3.651,3.806,3.576,3.721,661957.59,2463238.46,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-07,3.827,4.086,3.721,3.9,637862.23,2487973.46,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-08,3.777,4.073,3.9,3.826,388890.64,1487758.7,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-09,3.868,4.042,3.826,3.959,431297.54,1707658.78,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-10,3.833,4.777,3.959,4.667,2171301.81,10134466.95,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-11,4.597,5.136,4.667,4.673,1256367.52,5870716.46,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-12,4.66,5.235,4.673,4.881,834505.81,4073076.15,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-13,4.643,4.984,4.881,4.767,752305.61,3586195.7,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-14,4.967,5.333,4.767,5.058,798777.31,4040601.44,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-15,4.63,5.006,5.058,4.892,1320336.64,6458795.71,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-16,4.792,5.124,4.892,5.036,1293807.06,6515012.42,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-17,4.75,5.214,5.036,4.782,903325.32,4320034.83,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-18,4.903,5.101,4.782,4.985,660698.23,3293613.98,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-19,4.53,4.879,4.985,4.763,823800.16,3923789.16,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-20,4.61,4.829,4.763,4.747,463834.94,2201747.46,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-21,4.725,4.911,4.747,4.775,334281.04,1596355.1,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-22,4.517,4.74,4.775,4.525,368640.21,1668040.73,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-23,4.747,4.901,4.525,4.791,423921.51,2030848.22,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-24,4.119,4.757,4.791,4.672,507003.37,2368572.31,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-25,4.135,4.364,4.672,4.251,766223.94,3256899.83,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-26,3.786,4.103,4.251,4.076,883126.9,3599943.7,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-27,4.085,4.417,4.076,4.237,847995.68,3593257.38,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-28,4.167,4.895,4.237,4.701,1633774.99,7681012.75,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-02-29,4.462,5.281,4.701,4.802,2814276.54,13514214.48,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-01,4.469,4.888,4.802,4.587,1201296.8,5510517.56,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-02,4.679,4.932,4.587,4.774,829468.62,3959958.92,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-03,4.556,4.681,4.774,4.619,609672.48,2815841.12,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-04,4.604,4.689,4.619,4.646,418041.92,1942382.62,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-05,4.677,4.812,4.646,4.695,388548.1,1824315.31,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-06,4.768,5.07,4.695,4.773,298523.45,1424750.69,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-07,4.47,4.665,4.773,4.649,311304.32,1447128.95,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-08,3.482,4.243,4.649,4.189,581326.82,2435344.54,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-09,4.015,4.301,4.189,4.092,929321.15,3802839.76,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-10,3.982,4.079,4.092,4.018,436628.29,1754555.24,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-11,3.895,4.117,4.018,4.004,444069.51,1778219.96,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-12,2.25,2.642,4.004,2.424,1787704.86,4333293.61,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-13,2.579,3.035,2.424,2.962,971232.01,2876859.92,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-14,2.626,2.84,2.962,2.816,763245.96,2149043.1,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-15,2.835,3.087,2.816,3.062,820578.81,2512865.63,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-16,2.641,2.932,3.062,2.873,1065619.4,3061704.84,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-17,2.876,3.016,2.873,2.969,528730.16,1569873.34,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-18,2.988,3.096,2.969,3.017,569671.89,1718419.02,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-19,3.268,3.513,3.017,3.307,790038.89,2612479.27,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-20,3.111,3.468,3.307,3.279,892713.25,2927181.75,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-21,3.229,3.445,3.279,3.382,876568.16,2964295.46,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-22,3.019,3.187,3.382,3.148,842359.17,2651689.72,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-23,3.375,3.55,3.148,3.38,698177.51,2359988.56,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-24,3.401,3.511,3.375,3.432,851717.29,2923360.92,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-25,3.303,3.411,3.431,3.381,315086.62,1065341.51,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-26,3.384,3.478,3.381,3.41,227550.75,776021.74,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-27,3.181,3.285,3.41,3.251,315965.48,1027180.77,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-28,3.211,3.364,3.251,3.261,361848.39,1180049.91,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-29,3.03,3.113,3.261,3.08,241531.18,743945.38,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-30,3.207,3.326,3.08,3.279,411280.76,1348442.29,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-03-31,3.281,3.332,3.279,3.311,171005.43,566131.64,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-01,3.382,3.524,3.309,3.396,682653.98,2318601.62,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-02,3.376,3.534,3.389,3.435,443805.25,1524459.23,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-03,3.405,3.553,3.435,3.533,291580.35,1030276.13,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-04,3.591,3.739,3.533,3.715,326388.75,1212481.3,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-05,3.641,3.763,3.715,3.712,367928.69,1365759.54,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-06,3.963,4.464,3.712,3.971,524197.22,2081737.5,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-07,3.756,3.914,3.971,3.906,878930.36,3432869.25,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-08,3.949,4.117,3.906,3.973,1766122.38,7016491.79,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-09,3.85,3.985,3.973,3.898,1430973.08,5577882.7,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-10,3.594,3.706,3.898,3.645,2124831.06,7744299.52,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-11,3.603,3.78,3.645,3.707,1821001.0,6749597.02,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-12,3.681,3.793,3.707,3.727,2489875.75,9280887.36,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-13,3.632,3.819,3.727,3.723,3153359.62,11739663.97,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-14,3.716,3.832,3.723,3.743,2993862.9,11205909.08,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-15,3.554,3.688,3.743,3.649,3627556.85,13235248.18,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-16,3.814,4.159,3.649,3.843,4235978.51,16280375.96,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-17,3.768,3.866,3.843,3.815,3088963.94,11783050.03,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-18,3.935,4.192,3.815,3.957,3945558.44,15613193.02,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-19,3.764,3.93,3.957,3.861,3510562.2,13554559.39,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-20,3.564,3.757,3.861,3.716,3823387.92,14206440.15,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-21,3.642,3.738,3.716,3.694,3342720.06,12346670.81,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-22,3.829,3.968,3.694,3.849,3238315.12,12465347.43,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-23,3.842,4.031,3.849,3.936,4068477.72,16015220.79,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-24,3.919,4.021,3.936,3.981,2752948.92,10959811.75,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-25,3.938,4.135,3.981,3.964,2493015.06,9881344.66,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-26,3.981,4.096,3.964,4.037,2479561.31,10009219.85,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-27,3.997,4.14,4.037,4.065,2502847.37,10175262.91,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-28,4.032,4.114,4.065,4.042,1763327.56,7126551.46,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-29,4.233,4.438,4.042,4.289,2680719.37,11498798.3,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-04-30,4.045,4.28,4.289,4.191,3517508.42,14743307.3,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-01,4.195,4.32,4.191,4.223,2399653.17,10132875.3,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-02,4.232,4.281,4.223,4.272,1995158.07,8523898.86,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-03,4.138,4.216,4.272,4.189,2443689.18,10235627.7,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-04,4.122,4.271,4.189,4.217,2493328.9,10515458.05,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-05,4.122,4.221,4.217,4.182,2000041.33,8363208.82,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-06,3.98,4.111,4.182,4.105,2080587.65,8541731.92,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-07,4.156,4.392,4.105,4.247,2919881.78,12401905.87,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-08,4.136,4.254,4.247,4.169,2202077.15,9181458.06,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-09,4.068,4.177,4.169,4.089,2177684.25,8903562.23,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-10,3.646,3.92,4.089,3.854,3273526.61,12617732.37,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-11,3.738,3.831,3.854,3.757,2739152.56,10289995.83,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-12,3.826,3.916,3.757,3.889,2056293.0,7997236.03,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-13,3.933,4.107,3.889,3.939,1912540.64,7533580.78,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-14,3.999,4.131,3.939,4.117,2571755.02,10588506.92,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-15,3.905,4.037,4.117,4.021,2174053.79,8742889.92,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-16,3.762,4.151,4.021,4.048,1949077.34,7890443.75,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-17,4.059,4.191,4.048,4.086,2127132.89,8691008.08,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-18,4.125,4.243,4.086,4.144,2063280.83,8550832.05,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-19,4.125,4.192,4.144,4.142,1639547.27,6791593.39,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-20,4.017,4.13,4.142,4.067,1685637.01,6855305.36,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-21,3.193,3.983,4.067,3.922,1929844.64,7568001.55,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-22,3.942,4.135,3.922,3.98,1854383.01,7380029.0,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-23,3.909,3.993,3.98,3.944,1712444.8,6753601.45,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-24,3.752,3.828,3.944,3.81,1955022.91,7448255.28,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-25,3.851,3.911,3.81,3.9,1835783.74,7160200.95,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-26,3.818,3.892,3.9,3.88,1482855.79,5753301.04,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-27,3.938,4.036,3.88,3.944,1465222.74,5778657.09,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-28,4.038,4.217,3.944,4.051,1836518.32,7440317.89,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-29,3.963,4.107,4.051,4.08,1876030.69,7654880.59,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-30,4.099,4.513,4.08,4.158,2436079.93,10128586.72,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
2020-05-31,3.912,4.074,4.158,4.065,2387692.83,9704883.04,HT,https://www.cryptocompare.com/media/27010813/ht.png,Huobi Token
